CLASS_ID,LC_TYPE,YEAR,B1,B2,B3,B4,B5,B6,B7,EVI,HH,HH_ASM,HH_CON,HH_COR,HH_DIS,HH_ENT,HH_IDM,HH_SAVG,HH_VAR,LSWI,NDTI,NDVI,SATVI,Random
0,FOR,1995,0.08158252,0.057274144,0.038884304,0.14042643,0.049679905,291.98297,0.019312982,0.333203187206267000,-4.402662000000000000,0.104166666666666000,984602.687500000000000000,-0.050274272471191600,764.812500000000000000,2.282174095733910000,0.000015415119775384,-9875.812500000000000000,481904.013454858000000000,0.47734612,0.44014573,0.5662914,0.062423899,0.735464042
0,FOR,1995,0.08542909,0.06059976,0.040374964,0.1426874,0.052374624,291.98215,0.02364986,0.343690590284437000,-4.718449600000000000,0.104166666666666000,1118457.083333330000000000,0.061406938961870400,817.125000000000000000,2.282174095733910000,0.000048418068452571,-9883.875000000000000000,620436.064236111000000000,0.46299517,0.3778357,0.55889386,0.067744529,0.735464042
0,FOR,1995,0.08415975,0.062195092,0.04036439,0.20326523,0.077478096,291.98297,0.027400294,0.500153986398230000,-5.254143000000000000,0.104166666666666000,1312410.895833330000000000,-0.249151007223022000,983.062500000000000000,2.282174095733910000,0.000236758583949095,-11049.895833333300000000,529213.952690969000000000,0.44805032,0.47748446,0.6686414,0.185072325,0.735464042
0,FOR,1995,0.08525345,0.06220369,0.040374964,0.16754818,0.060685694,292.20746,0.027460333,0.412687214189038000,-6.479826000000000000,0.104166666666666000,1296613.854166660000000000,0.067864587183755900,948.312500000000000000,2.282174095733910000,0.000081097686365224,-11420.562500000000000000,710050.308593746000000000,0.46821484,0.37693542,0.6116357,0.10973272,0.735464042
0,FOR,1995,0.09153599,0.06682459,0.047341052,0.19473109,0.076709814,293.3249,0.034226123,0.465095131827978000,-5.077484000000000000,0.104166666666666000,820007.395833333000000000,0.000645616211095430,768.229166666666000000,2.282174095733910000,0.000043774332114423,-10296.229166666600000000,423567.971788194000000000,0.43479547,0.38295698,0.60886824,0.141945662,0.158505383
0,FOR,1995,0.090566434,0.065571114,0.047341052,0.19730109,0.081673324,293.3249,0.030596267,0.467398691862994000,-6.274895700000000000,0.104166666666666000,805020.875000000000000000,-0.043465913920120800,778.791666666666000000,2.282174095733910000,0.000042350485416598,-11079.541666666600000000,384846.750868057000000000,0.41447446,0.45495006,0.61297715,0.162611098,0.158505383
0,FOR,1995,0.09148087,0.0664434,0.047774505,0.19479167,0.07730962,293.3249,0.032224037,0.462125067183547000,-5.041534400000000000,0.104166666666666000,858307.541666666000000000,0.183039274047619000,803.625000000000000000,2.282174095733910000,0.000048429862660354,-10316.000000000000000000,562869.780381944000000000,0.43175852,0.411614,0.60609096,0.142225755,0.158505383
0,FOR,1995,0.08959779,0.06336503,0.046806563,0.18929315,0.07777187,293.3249,0.031030921,0.446303158912566000,-6.181040300000000000,0.104166666666666000,560096.187500000000000000,-0.274035772298109000,605.812500000000000000,2.282174095733910000,0.000070294487447068,-11547.354166666600000000,221937.978732638000000000,0.417581,0.4295933,0.60350174,0.149530829,0.158505383
0,FOR,1995,0.09148087,0.06621319,0.045617133,0.1984163,0.07707405,293.3249,0.032767,0.485994660455041000,-5.143540400000000000,0.104166666666666000,714351.958333333000000000,0.291455368090229000,705.458333333333000000,2.282174095733910000,0.000023854159278299,-10676.958333333300000000,482102.258680556000000000,0.44045916,0.40337422,0.6261403,0.15306953,0.158505383
0,FOR,1995,0.09018928,0.065093994,0.046246145,0.19411322,0.076208115,293.3249,0.031135432,0.464891109127235000,-6.093104400000000000,0.104166666666666000,477844.083333333000000000,-0.300880148335805000,544.750000000000000000,2.282174095733910000,0.000045743053552651,-11635.500000000000000000,184546.031250000000000000,0.4361665,0.41989186,0.61519164,0.146060261,0.158505383
0,FOR,1995,0.08799395,0.061081544,0.040339306,0.1689885,0.06325957,293.3249,0.022905916,0.428219872316241000,-4.932785000000000000,0.104166666666666000,1949725.270833330000000000,-0.169850021103666000,1108.270833333330000000,2.282174095733910000,0.000173233807049748,-11339.687500000000000000,885842.060329862000000000,0.45524135,0.46832737,0.6145824,0.122543836,0.990519056
0,FOR,1995,0.0845151,0.058618378,0.03969707,0.14848366,0.052431025,292.87842,0.020742835,0.361271875959263000,-5.769847400000000000,0.104166666666666000,549550.937500000000000000,0.035600317600657400,562.895833333333000000,2.282174095733910000,0.000183125239738446,-10807.854166666600000000,300858.171440974000000000,0.47807673,0.4330534,0.57809633,0.072218909,0.990519056
0,FOR,1995,0.08411388,0.06333274,0.040997054,0.19550167,0.079096064,293.3249,0.029801413,0.476495555615890000,-6.916294000000000000,0.104166666666666000,2197058.854166660000000000,0.217411830991444000,1208.395833333330000000,2.282174095733910000,0.000025128948622451,-13216.354166666600000000,1392605.268663190000000000,0.4239132,0.45267028,0.6533,0.187835079,0.990519056
0,FOR,1995,0.08610298,0.06189398,0.041187733,0.17502823,0.06705674,293.3249,0.02587339,0.430974857661541000,-5.457759000000000000,0.104166666666666000,1067338.125000000000000000,0.245321514775126000,787.666666666666000000,2.282174095733910000,0.000037554275957835,-12003.041666666600000000,628012.506076388000000000,0.4460066,0.44316468,0.619013,0.135039578,0.990519056
0,FOR,1995,0.089066684,0.07028794,0.048361197,0.27220112,0.11350483,293.3249,0.044987693,0.625692893665901000,-5.787051700000000000,0.104166666666666000,665956.812500000000000000,0.218887389206894000,721.187500000000000000,2.282174095733910000,0.000009371468646791,-11612.604166666600000000,448183.733940972000000000,0.41144374,0.43230516,0.6982727,0.268047993,0.8972886
0,FOR,1995,0.08907327,0.07020062,0.04932914,0.23167463,0.09908651,293.10205,0.038658865,0.530320792764026000,-5.236199400000000000,0.104166666666666000,616697.875000000000000000,0.136048386947341000,668.416666666666000000,2.282174095733910000,0.000011064943778051,-10287.333333333300000000,345587.348090273000000000,0.4008576,0.4386909,0.6489076,0.216457073,0.8972886
0,FOR,1995,0.08435951,0.06334888,0.043783072,0.17987064,0.07716167,293.10205,0.028245645,0.420089347327587000,-4.923879600000000000,0.104166666666666000,2038126.104166660000000000,0.050904725269106600,1142.937500000000000000,2.282174095733910000,0.000007439738442808,-10693.770833333300000000,1038153.687065970000000000,0.39959556,0.4640667,0.60847443,0.1640458,0.8972886
0,FOR,1995,0.09003578,0.0700468,0.04995226,0.24879514,0.10396269,292.87924,0.04089841,0.569267318482716000,-5.914138300000000000,0.104166666666666000,448895.833333333000000000,0.177380347147113000,553.916666666666000000,2.282174095733910000,0.000456578344767239,-11976.750000000000000000,281157.645833335000000000,0.4105719,0.43534312,0.6655886,0.229632012,0.8972886
0,FOR,1995,0.08594185,0.064282514,0.049502183,0.2465578,0.10408665,293.3249,0.04089841,0.547981316990318000,-5.051429000000000000,0.104166666666666000,397243.895833333000000000,-0.006237782180468270,514.354166666666000000,2.282174095733910000,0.000450006749996622,-11143.562499999900000000,198931.273871523000000000,0.4063123,0.43582588,0.66559356,0.232371065,0.8972886
0,FOR,1995,0.086648755,0.06684359,0.047341052,0.19673115,0.08375789,293.3249,0.03136144,0.449476397464921000,-5.759646000000000000,0.104166666666666000,1445879.479166660000000000,-0.095639985570384900,879.020833333333000000,2.282174095733910000,0.000017000627969389,-11528.270833333300000000,655931.176649300000000000,0.40277246,0.45514905,0.61207336,0.17086829,0.8972886
0,FOR,1995,0.08628054,0.065971754,0.043219075,0.20130506,0.07671226,292.87924,0.029613819,0.485811254855687000,-9.604923000000000000,0.104166666666666000,3957356.375000000000000000,-0.334271792056309000,1706.833333333330000000,2.282174095733910000,0.000227777032467735,-15958.166666666600000000,1466058.959201400000000000,0.44814762,0.44296226,0.64650464,0.165263271,0.405106298
0,FOR,1995,0.08672418,0.06684359,0.043578852,0.23766612,0.08911489,293.3249,0.034441035,0.571713964610782000,-6.838768500000000000,0.104166666666666000,3387970.562500000000000000,0.067562222671919800,1585.395833333330000000,2.282174095733910000,0.000227493882910697,-14625.979166666600000000,1904060.482204870000000000,0.45458955,0.4425029,0.6901004,0.211890044,0.405106298
